# Naming-leak ratchet baseline (auto-generated — do not edit by hand).
# Format: pattern<TAB>file<TAB>max_occurrences (git grep -c -F, magi_agent/**/*.py).
# Regenerate: bash scripts/check_naming.sh --update
# scripts/check_naming.sh fails on files/counts above this baseline;
# cleanup PRs should re-run --update so the baseline ratchets down.
openmagi	magi_agent/shadow/gate2_activation_loop_a.py	1
openmagi	magi_agent/shadow/gate2_recipe_profile_resolver.py	1
openmagi	magi_agent/shadow/gate3a_replay.py	1
openmagi	magi_agent/shadow/gate4c1_runner_shadow_invoker.py	6
openmagi	magi_agent/shadow/gate5b4c3_live_runner_boundary.py	5
openmagi	magi_agent/shadow/gate5b4c3_runner_input_adapter.py	4
openmagi	magi_agent/shadow/memory_source_authority_contract.py	6
openmagi	magi_agent/shadow/mission_lifecycle_contract.py	4
openmagi	magi_agent/shadow/office_automation_contract.py	7
openmagi	magi_agent/shadow/office_recipe_tool_alias_contract.py	1
openmagi	magi_agent/shadow/opencode_delta_contract.py	5
openmagi	magi_agent/shadow/research_runner_capture.py	1
openmagi	magi_agent/shadow/tool_policy.py	1
openmagi	magi_agent/shadow/web_acquisition_browser_provider_contract.py	6
openmagi	magi_agent/storage/content_addressed.py	7
openmagi	magi_agent/storage/durable_store.py	11
openmagi	magi_agent/storage/memory_store.py	1
openmagi	magi_agent/storage/session_store.py	1
openmagi	magi_agent/storage/sqlite_store.py	1
openmagi	magi_agent/tenancy/context.py	6
openmagi	magi_agent/tools/catalog.py	2
openmagi	magi_agent/tools/core_toolhost.py	1
openmagi	magi_agent/tools/kernel.py	1
openmagi	magi_agent/tools/local_readonly.py	1
openmagi	magi_agent/tools/schema_projection.py	1
openmagi	magi_agent/transport/app_api.py	6
openmagi	magi_agent/transport/chat.py	1
openmagi	magi_agent/transport/chat_routes.py	54
openmagi	magi_agent/transport/chat_shared.py	4
openmagi	magi_agent/transport/control_requests.py	3
openmagi	magi_agent/transport/credentials.py	2
openmagi	magi_agent/transport/customize.py	2
openmagi	magi_agent/transport/gate2_sandbox_canary.py	13
openmagi	magi_agent/transport/generation_request.py	7
openmagi	magi_agent/transport/health.py	6
openmagi	magi_agent/transport/integrations.py	2
openmagi	magi_agent/transport/learning_dashboard.py	2
openmagi	magi_agent/transport/plugins.py	4
openmagi	magi_agent/transport/product_admin.py	16
openmagi	magi_agent/transport/shadow_invocations.py	2
openmagi	magi_agent/transport/streaming_chat_route.py	1
openmagi	magi_agent/transport/tools.py	5
openmagi	magi_agent/transport/web_dashboard.py	5
openmagi	magi_agent/web_acquisition/live_fetch_provider.py	1
openmagi	magi_agent/web_acquisition/live_provider_pack.py	8
openmagi	magi_agent/web_acquisition/opencode_provider_router.py	2
openmagi	magi_agent/web_acquisition/provider_boundary.py	2
openmagi	magi_agent/web_acquisition/provider_router.py	1
openmagi	magi_agent/web_acquisition/providers/__init__.py	1
openmagi	magi_agent/web_acquisition/providers/composio_mcp_shim.py	2
openmagi	magi_agent/web_acquisition/providers/fake_provider.py	1
openmagi	magi_agent/web_acquisition/providers/insane_fetch.py	1
openmagi	magi_agent/web_acquisition/providers/jina_reader.py	1
openmagi	magi_agent/web_acquisition/providers/platform_endpoint.py	2
openmagi	magi_agent/web_acquisition/repo_research_tools.py	3
openmagi	magi_agent/web_acquisition/research_tools.py	2
